provincia,region,localidad,de0a9Mbps,de10a20Mbps,de21a49Mbps,de50a99Mbps,de100a199Mbps,de200a499Mbps,de500a1024Mbps,otros,adsl,cableModem,dialUp,fibraOptica,otros_tec,satelital,wimax,wireless,totalTecnologia,latitud,longitud
Buenos Aires,Provincia de Buenos Aires,Area De Promocion El Triángulo,0,0,3,0,0,0,0,208,101,0,0,110,0,0,0,0,211,-34.4544550576034,-58.7062417407487
Buenos Aires,Provincia de Buenos Aires,Arenas Verdes,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,-38.5463782386967,-58.557322112625
Buenos Aires,Provincia de Buenos Aires,Arenaza,293,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,293,-34.9846043002155,-61.7729116988591
Buenos Aires,Provincia de Buenos Aires,Argerich,28,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,-38.7686560837266,-62.6025276771033
Buenos Aires,Provincia de Buenos Aires,Arrecifes,2398,3831,8,1513,567,52,0,1,906,1127,12,4393,60,1,0,1882,8381,-34.064591121211,-60.1025564443537
Buenos Aires,Provincia de Buenos Aires,Arribeños,883,136,0,7,0,0,0,1,305,301,1,144,15,0,0,261,1027,-34.2101542565966,-61.3548577979495
Buenos Aires,Provincia de Buenos Aires,Arroyo Corto,0,31,136,92,0,0,0,0,0,0,0,259,0,0,0,0,259,-37.512917973477,-62.3116837747426
Buenos Aires,Provincia de Buenos Aires,Arroyo De La Cruz,174,28,0,0,0,0,0,0,0,0,0,0,0,0,0,92,92,-34.3363786908945,-59.1094149717708
Buenos Aires,Provincia de Buenos Aires,Arroyo Dulce,501,6,1,0,0,0,0,0,438,0,0,51,0,0,0,37,526,-34.1024332833136,-60.4061551794069
Buenos Aires,Provincia de Buenos Aires,Arroyo Venado,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,44,-37.0864662845331,-62.5391482291111
Buenos Aires,Provincia de Buenos Aires,Arturo Segui,0,0,1,63,88,30,1,0,0,183,0,0,0,0,0,0,183,-34.8907397135389,-58.132711650613
Buenos Aires,Provincia de Buenos Aires,Ascensión,2094,0,0,0,0,0,0,0,1200,505,0,0,250,0,0,139,2094,-34.2368758979793,-61.103613881133
Buenos Aires,Provincia de Buenos Aires,Atalaya,247,106,0,0,0,0,0,0,0,0,0,353,0,0,0,0,353,-35.0240363457416,-57.5340253600961
Buenos Aires,Provincia de Buenos Aires,Avellaneda,873,1332,3044,5328,4584,928,99,24,1486,8698,48,5769,68,5,0,87,16161,-34.6626508059016,-58.3656990232718
Buenos Aires,Provincia de Buenos Aires,Ayacucho,1007,1202,3,0,0,0,0,0,2053,0,2,0,0,0,0,139,2194,-37.1536695670417,-58.4895476662462
Buenos Aires,Provincia de Buenos Aires,Azcuénaga,116,0,0,0,0,0,0,0,0,0,0,55,7,0,0,54,116,-34.3637910907784,-59.3745991110996
Buenos Aires,Provincia de Buenos Aires,Azul,2891,1123,556,7027,5294,561,5,14,2424,13779,51,56,65,2,0,1145,17522,-36.7795144970313,-59.8586331707414
Buenos Aires,Provincia de Buenos Aires,Bahía Blanca,6467,2501,2943,50490,54951,3283,24,19,4690,103773,402,9084,463,7,0,2824,121243,-38.7114037284555,-62.2569089501864
Buenos Aires,Provincia de Buenos Aires,Bahía San Blas,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,-40.5602246137406,-62.2380643077459
Buenos Aires,Provincia de Buenos Aires,Baigorrita,612,11,0,0,0,0,0,0,562,0,0,0,0,0,0,61,623,-34.7472686783062,-60.9889526585307
Buenos Aires,Provincia de Buenos Aires,Bajo Hondo,68,3,0,0,0,0,0,0,0,0,0,0,0,0,0,74,74,-38.7647705078125,-61.9209671020508
Buenos Aires,Provincia de Buenos Aires,Balcarce,1556,943,175,7423,3230,148,3,10,1503,11047,38,37,47,0,0,883,13555,-37.8482779294345,-58.2551665841248
Buenos Aires,Provincia de Buenos Aires,Balneario Laguna De Gómez,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,-34.6606435780718,-61.0183645929666
Buenos Aires,Provincia de Buenos Aires,Balneario Marisol,0,338,0,0,0,0,0,4,0,0,0,342,0,0,0,0,342,-38.9224906889726,-60.5329774471942
Buenos Aires,Provincia de Buenos Aires,Balneario Pehuen Co,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-38.9961963948629,-61.5471990087107
Buenos Aires,Provincia de Buenos Aires,Balneario San Cayetano,114,0,0,0,0,0,0,0,0,0,0,113,0,0,0,1,114,-38.7481815016452,-59.429204589717
Buenos Aires,Provincia de Buenos Aires,Balneario Sauce Grande,58,427,35,0,0,0,0,0,31,0,0,489,0,0,0,0,520,-38.995357691335,-61.2152015930805
Buenos Aires,Provincia de Buenos Aires,Banderaló,1,0,0,0,0,0,0,250,0,0,0,0,250,1,0,0,251,-35.0124666610174,-63.3741563457186
Buenos Aires,Provincia de Buenos Aires,Banfield,329,4330,10257,24780,23506,2818,1080,1,302,56858,80,9731,180,1,0,0,67152,-34.7379027155314,-58.440675368556
Buenos Aires,Provincia de Buenos Aires,Baradero,1754,979,225,4229,2176,136,3,0,1882,6807,0,3,0,1,0,809,9502,-33.8128781547156,-59.5043068852807
Buenos Aires,Provincia de Buenos Aires,Barker,99,0,0,0,0,0,0,1,0,0,1,10,0,2,0,70,83,-37.6424111302365,-59.3889380312927
Buenos Aires,Provincia de Buenos Aires,Barrio Belgrano-Máximo Paz,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,48,48,-34.9364563092157,-58.6143957995956
Buenos Aires,Provincia de Buenos Aires,Barrio Colinas Verdes,28,18,0,0,0,0,0,0,0,0,0,0,0,0,0,46,46,-37.8931024789245,-57.8261645643114
Buenos Aires,Provincia de Buenos Aires,Barrio El Boquerón,42,25,7,0,0,0,0,0,0,0,0,0,0,0,0,74,74,-38.0297229162982,-57.7995485049706
Buenos Aires,Provincia de Buenos Aires,Barrio El Carmen (Este),37,132,20,8,15,0,0,170,0,0,0,132,0,0,0,250,382,-34.9293102150655,-57.8853552505795
Buenos Aires,Provincia de Buenos Aires,Barrio El Carmen Oeste,50,65,0,0,0,0,0,30,0,0,0,0,0,0,0,145,145,-34.9707544223488,-57.8108950283044
Buenos Aires,Provincia de Buenos Aires,Barrio El Casal,44,28,0,0,0,0,0,0,0,0,0,0,0,0,0,72,72,-37.8324145231571,-57.6311155465986
Buenos Aires,Provincia de Buenos Aires,Barrio El Coyunco,59,36,4,0,0,0,0,0,0,0,0,25,1,0,0,73,99,-37.9050810135269,-57.7391824086455
Buenos Aires,Provincia de Buenos Aires,Barrio El Peligro,466,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,466,-34.933333,-58.166667
Buenos Aires,Provincia de Buenos Aires,Barrio El Taladro,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-35.0742486164225,-58.8632420603475
Buenos Aires,Provincia de Buenos Aires,Barrio Gambier,50,65,0,0,0,0,0,30,0,0,0,0,0,0,0,145,145,-34.9359594527479,-57.9837630521994
Buenos Aires,Provincia de Buenos Aires,Barrio La Gloria,219,103,2,0,0,0,0,0,0,0,0,0,0,0,0,324,324,-37.9068268303117,-57.7858860640391
Buenos Aires,Provincia de Buenos Aires,Barrio Las Casuarinas,27,41,64,18,1,0,0,0,24,0,0,102,0,0,0,25,151,-34.5607457195455,-59.1700837097016
Buenos Aires,Provincia de Buenos Aires,Barrio Los Pioneros,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,40,-34.2530406367633,-58.9584400368589
Buenos Aires,Provincia de Buenos Aires,Barrio Parque General San Martin,1,2,2355,91,46,15,0,0,0,0,3,2486,0,0,0,2,2491,-34.5673433766504,-58.5843112459936
Buenos Aires,Provincia de Buenos Aires,Barrio Ruta 24 Kilómetro 10,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,-34.6882159472973,-58.9574297137089
Buenos Aires,Provincia de Buenos Aires,Barrio San Cayetano,83,47,0,1,0,0,0,0,0,0,0,132,0,0,0,0,132,-35.5466815668936,-58.0013258753826
Buenos Aires,Provincia de Buenos Aires,Barrio Santa Paula,81,146,2,0,0,0,0,1,0,0,0,127,0,1,0,102,230,-37.9317157840639,-57.683162032898
Buenos Aires,Provincia de Buenos Aires,Batán,1637,270,282,166,663,0,0,0,1266,0,0,1110,7,1,0,634,3018,-38.0086211557001,-57.7085500402678
Buenos Aires,Provincia de Buenos Aires,Bayauca,26,0,0,0,0,0,0,0,0,0,0,0,1,0,0,25,26,-34.8710511337121,-61.2895451446375
Buenos Aires,Provincia de Buenos Aires,Beccar,927,2062,380,6950,6434,1723,280,1,2279,16040,0,352,4,0,0,80,18755,-34.4674159462571,-58.5400343502635
Buenos Aires,Provincia de Buenos Aires,Belen De Escobar,2212,11466,2061,6972,5210,1026,154,43,2964,17071,21,8652,333,1,0,97,29139,-34.3516704130246,-58.7832526742638
Buenos Aires,Provincia de Buenos Aires,Bella Vista,1192,148,7884,953,2147,395,31,15,94,3476,39,7923,49,2,0,1201,12784,-34.5751401519414,-58.6960409885544
Buenos Aires,Provincia de Buenos Aires,Benavídez,1531,542,4731,5258,6171,1142,220,1193,945,9561,0,8459,0,5,0,1590,20560,-34.4104347356392,-58.6887919689512
Buenos Aires,Provincia de Buenos Aires,Benito Juárez (Est. Juárez),488,974,32,0,0,0,0,4,782,0,20,563,4,1,0,147,1517,-37.6766410210105,-59.8057677109444
Buenos Aires,Provincia de Buenos Aires,Berazategui,322,2270,6607,19804,12957,1644,285,8,1620,18057,42,24092,57,4,0,49,43921,-34.7597493264937,-58.2019645234278
Buenos Aires,Provincia de Buenos Aires,Berazategui Oeste,72,125,0,11355,3364,348,1,0,16,79,0,15170,0,0,0,0,15265,-34.7804201858899,-58.2415010261207
Buenos Aires,Provincia de Buenos Aires,Berisso,3351,1491,5759,6193,5402,1045,2,2,4198,12465,23,6195,29,0,0,368,23278,-34.8746353679645,-57.8947472316799
Buenos Aires,Provincia de Buenos Aires,Bernal,130,1766,9879,8775,8611,1242,329,0,135,20997,69,9487,75,1,0,0,30764,-34.700378406023,-58.2766427817003
Buenos Aires,Provincia de Buenos Aires,Bernal Oeste,621,743,673,1572,1651,326,20,0,71,3710,3,1790,28,0,0,0,5602,-34.7269644246033,-58.3182795621594
Buenos Aires,Provincia de Buenos Aires,Billinghurst,10,41,3,2957,900,123,17,0,15,735,0,3301,0,0,0,0,4051,-34.5751071711249,-58.5745828938046
Buenos Aires,Provincia de Buenos Aires,Blaquier,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,-34.6356616332748,-62.4786821321875
Buenos Aires,Provincia de Buenos Aires,Bordenave,350,54,0,0,0,0,0,0,0,0,0,54,0,1,0,349,404,-37.8028181597411,-63.0425144041162
Buenos Aires,Provincia de Buenos Aires,Bosques,430,694,2691,4556,2528,320,89,0,35,7673,3,3293,13,0,0,266,11283,-34.827580702831,-58.2229120039488
Buenos Aires,Provincia de Buenos Aires,Boulogne Sur Mer,1147,1444,1018,9013,8288,1914,347,8,1974,20376,4,785,13,0,0,5,23157,-34.4983312888498,-58.5700137209729
Buenos Aires,Provincia de Buenos Aires,Bragado,610,461,263,2282,1445,112,2,0,674,4209,10,45,0,0,0,210,5148,-35.118942299763,-60.4879147568209
Buenos Aires,Provincia de Buenos Aires,Burzaco,439,1242,11564,6205,7456,837,229,50,142,16127,35,11335,40,2,0,292,27973,-34.8315415891783,-58.3986874871405
Buenos Aires,Provincia de Buenos Aires,Cabildo,163,0,0,0,0,0,0,2,0,193,4,6,5,0,0,153,361,-38.4838572081944,-61.8926015349487
Buenos Aires,Provincia de Buenos Aires,Cacharí,519,2,0,0,0,0,0,0,0,0,2,0,0,0,0,521,523,-36.3805626332947,-59.5030645507265
Buenos Aires,Provincia de Buenos Aires,Cadret,42,7,0,0,0,0,0,0,0,0,0,0,1,0,0,48,49,-35.7727531397053,-61.3353879836968
Buenos Aires,Provincia de Buenos Aires,Camet,1454,12,283,95,13,0,0,0,1226,0,0,377,0,0,0,254,1857,-37.9130763908367,-57.552463851894
Buenos Aires,Provincia de Buenos Aires,Campana,1023,1780,374,13434,10670,780,115,285,2242,17445,1,8700,18,3,0,43,28452,-34.1639618118269,-58.9588741035355
Buenos Aires,Provincia de Buenos Aires,Campo De Mayo,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,-34.5346818189868,-58.6513860167431
Buenos Aires,Provincia de Buenos Aires,Canning,109,212,2158,1810,2313,746,184,147,197,5210,1,2079,2,0,0,144,7633,-34.8849791351051,-58.4778099372334
Buenos Aires,Provincia de Buenos Aires,Capilla Del Señor (Est. Capilla),123,238,82,0,0,0,0,1,359,0,6,82,0,0,0,0,447,-34.2912108668035,-59.1015232724441
Buenos Aires,Provincia de Buenos Aires,Capitán Castro,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-35.913692884071,-62.2240579143551
Buenos Aires,Provincia de Buenos Aires,Capitán Sarmiento,180,597,279,2832,358,33,1,0,180,4011,0,0,0,0,0,89,4280,-34.1723674255219,-59.789349139091
Buenos Aires,Provincia de Buenos Aires,Carapachay,481,690,146,3629,2824,547,66,1,966,5363,1,2051,2,0,0,0,8383,-34.5259149691463,-58.5357639427634
Buenos Aires,Provincia de Buenos Aires,Carhué,952,1231,267,31,3,0,0,0,780,0,1,1418,1,0,0,283,2483,-37.1774801030509,-62.7578962604015
Buenos Aires,Provincia de Buenos Aires,Carilo,24,51,5,771,680,219,9,0,0,1510,0,0,0,0,0,0,1510,-37.1641593745618,-56.9027914378095
Buenos Aires,Provincia de Buenos Aires,Carlos Beguerie,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,116,-35.4854690457283,-59.1017155978911
Buenos Aires,Provincia de Buenos Aires,Carlos Casares,2624,1274,239,514,692,41,1,0,1425,9,8,1477,0,0,0,2461,5380,-35.623543502046,-61.3653159121918
Buenos Aires,Provincia de Buenos Aires,Carlos Keen,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,-34.4862819813638,-59.2180861330698
Buenos Aires,Provincia de Buenos Aires,Carlos Salas,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,123,-35.3913662871435,-61.9949102331933
Buenos Aires,Provincia de Buenos Aires,Carlos Spegazzini,406,816,82,3422,2062,479,123,12,343,5545,2,1349,164,1,0,1,7405,-34.9338489869515,-58.5780017334776
Buenos Aires,Provincia de Buenos Aires,Carlos Tejedor,783,964,0,0,0,0,0,1,15,476,1,68,0,0,0,1188,1748,-35.3925733302196,-62.4193023144118
Buenos Aires,Provincia de Buenos Aires,Carlos Tomás Sourigues,10,47,194,1564,1139,127,28,0,17,1485,0,1605,0,0,0,0,3107,-34.8021192214631,-58.2188212494897
Buenos Aires,Provincia de Buenos Aires,Carmen De Areco,1061,239,46,1300,322,35,0,0,388,1707,5,0,1,0,0,905,3006,-34.3776987251735,-59.8229019801033
Buenos Aires,Provincia de Buenos Aires,Carmen De Patagones,556,575,4159,0,0,0,0,0,1112,0,26,4159,29,1,0,11,5338,-40.797298324401,-62.984754269904
Buenos Aires,Provincia de Buenos Aires,Casalins,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,-36.3181419923689,-58.5525025522873
Buenos Aires,Provincia de Buenos Aires,Casbas,125,0,0,0,0,0,0,0,0,0,1,0,0,0,0,125,126,-36.7580953396186,-62.5017754084549
Buenos Aires,Provincia de Buenos Aires,Caseros,1147,2736,454,16218,11760,2037,291,1,3191,22642,2,8778,25,0,0,2,34640,-34.608872950993,-58.5636644572416
Buenos Aires,Provincia de Buenos Aires,Castelar,159,581,389,15558,10978,1958,289,0,6,18765,0,11020,12,0,0,100,29903,-34.6644131034283,-58.6456427123911
Buenos Aires,Provincia de Buenos Aires,Castelli,1079,537,662,41,8,0,0,0,67,1109,0,1121,0,2,0,28,2327,-36.091694119436,-57.8071801619355
Buenos Aires,Provincia de Buenos Aires,Castilla,269,5,0,0,0,0,0,0,0,0,0,0,0,0,0,274,274,-34.6131247014799,-59.9005194580559
Buenos Aires,Provincia de Buenos Aires,Cazón,26,12,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,-35.576803202395,-59.6645037628687
Buenos Aires,Provincia de Buenos Aires,Cañada Seca,0,0,0,0,0,0,0,200,0,0,0,0,200,0,0,0,200,-34.4155054560621,-62.9618553806295
Buenos Aires,Provincia de Buenos Aires,Cañuelas,635,2678,142,3419,2103,163,4,2,1228,5116,33,2261,0,1,0,526,9165,-35.0527140350539,-58.7583856965375
Buenos Aires,Provincia de Buenos Aires,Centinela Del Mar,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-38.4348806367321,-58.216863731472
Buenos Aires,Provincia de Buenos Aires,Centro Agrícola El Pato,1991,91,1,718,417,79,41,0,2031,1291,0,0,0,0,0,16,3338,-34.9067557072114,-58.1966995021239
Buenos Aires,Provincia de Buenos Aires,Centro Guerrero,34,6,9,0,0,0,0,0,0,0,0,46,0,0,0,3,49,-36.0570621940227,-57.8235422591576
Buenos Aires,Provincia de Buenos Aires,Cerro De La Gloria,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,7,-35.9760530599951,-57.4487354447874
Buenos Aires,Provincia de Buenos Aires,Chacabuco,605,612,325,5469,3680,184,3,0,925,9896,16,14,16,0,0,2,10869,-34.6429843999409,-60.4701843504346
Buenos Aires,Provincia de Buenos Aires,Chacras De San Clemente,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-36.4080851872455,-56.9433553335054
Buenos Aires,Provincia de Buenos Aires,Chacras Del Río Luján,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,35,-34.2934153226239,-58.921199044246
Buenos Aires,Provincia de Buenos Aires,Chapadmalal,253,201,1684,0,0,0,0,1,83,0,0,1664,0,1,0,353,2101,-38.1757779275595,-57.6513390003209
Buenos Aires,Provincia de Buenos Aires,Chascomús,2826,1948,187,4147,3074,186,0,0,2159,7510,85,1159,85,1,0,0,10999,-35.5743009068199,-58.0005532563664
Buenos Aires,Provincia de Buenos Aires,Chiclana,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,-35.7327373193414,-61.7439272931387
Buenos Aires,Provincia de Buenos Aires,Chillar,562,0,0,0,0,0,0,0,0,0,0,0,0,1,0,565,566,-37.3150113247344,-59.9853181679139
Buenos Aires,Provincia de Buenos Aires,Chivilcoy,4211,932,328,4820,4294,299,5,3,2628,9147,119,815,119,1,0,3172,16001,-34.8980163772726,-60.0188841030321
Buenos Aires,Provincia de Buenos Aires,Churruca,11,25,1559,514,227,46,16,0,14,834,0,1543,0,0,0,0,2391,-34.5589664800215,-58.6228016204112
Buenos Aires,Provincia de Buenos Aires,City Bell,90,443,255,5371,5096,1078,136,91,0,12230,0,185,0,0,0,145,12560,-34.8879382744371,-58.0582328038691
Buenos Aires,Provincia de Buenos Aires,Ciudad Del Libertador General San Martin,2274,2674,702,14688,12464,2135,266,0,4382,25191,5,5514,88,4,0,4,35188,-34.5796986848297,-58.5420144816587
Buenos Aires,Provincia de Buenos Aires,Ciudad Evita,421,573,3090,4137,4849,534,265,0,351,10138,27,3175,31,0,0,99,13821,-34.7245358500775,-58.5370063768546
Buenos Aires,Provincia de Buenos Aires,Ciudad Jardin El Libertador,5,0,6,1,0,0,0,0,0,12,0,0,0,0,0,0,12,-34.5416520781805,-58.5959093634496
Buenos Aires,Provincia de Buenos Aires,Ciudad Jardín Lomas Del Palomar,245,448,139,2615,2509,519,71,0,550,5184,0,811,2,0,0,0,6547,-34.5961197253917,-58.5965998962097
Buenos Aires,Provincia de Buenos Aires,Ciudadela,348,1011,8295,8572,6699,1041,152,1,314,11567,67,14121,117,3,0,4,26193,-34.6326965166188,-58.5424067827037
Buenos Aires,Provincia de Buenos Aires,Claraz,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,105,-37.8918269607856,-59.2866977775565
Buenos Aires,Provincia de Buenos Aires,Claromecó,875,762,14,1,0,0,0,6,329,0,0,595,0,0,0,734,1658,-38.7973744243016,-60.107623035402
Buenos Aires,Provincia de Buenos Aires,Claypole,63,496,4177,3001,3579,331,118,0,5,7568,3,4149,13,0,0,2,11740,-34.8044759080477,-58.3447825531042
Buenos Aires,Provincia de Buenos Aires,Colonia Hinojo,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,-36.8800694499223,-60.1780552970612
Buenos Aires,Provincia de Buenos Aires,Colonia San Miguel Arcángel,198,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,198,-37.4486186469627,-63.117609405389
Buenos Aires,Provincia de Buenos Aires,Colonia San Ricardo (Est. Iriarte),243,10,0,0,0,0,0,0,141,0,0,0,0,0,0,112,253,-34.4162137301573,-61.9280141749282
Buenos Aires,Provincia de Buenos Aires,Colonia Seré,77,4,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81,-35.4388157700903,-62.7252382146864
Buenos Aires,Provincia de Buenos Aires,Colón,2658,768,142,1083,409,77,1,2414,4143,1588,0,1794,0,0,0,20,7545,-33.8978633606345,-61.099560506382
Buenos Aires,Provincia de Buenos Aires,Comandante Nicanor Otamendi,953,9,0,0,0,0,0,0,0,0,3,930,0,1,0,31,965,-38.1119335118514,-57.8415353121543
Buenos Aires,Provincia de Buenos Aires,Comodoro Py,198,22,0,2,0,1,0,0,0,0,0,220,0,0,0,2,222,-35.3233100374631,-60.5217314911689
Buenos Aires,Provincia de Buenos Aires,Conesa,671,0,0,0,0,0,0,0,670,0,0,0,0,1,0,0,671,-33.5962124822607,-60.3541264450858
Buenos Aires,Provincia de Buenos Aires,Copetonas,89,0,1,0,0,0,0,0,0,0,0,1,0,0,0,89,90,-38.7227403438549,-60.4519655195991
Buenos Aires,Provincia de Buenos Aires,Coronel Boerr,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,-35.9414440334215,-59.0693547287839
Buenos Aires,Provincia de Buenos Aires,Coronel Brandsen,1126,1809,943,230,319,7,0,3,1805,5,0,1480,2,0,0,1135,4427,-35.1690983002919,-58.2373529446643
Buenos Aires,Provincia de Buenos Aires,Coronel Charlone,318,60,0,0,0,0,0,0,317,0,0,60,0,1,0,0,378,-34.672994561958,-63.3724454840572
Buenos Aires,Provincia de Buenos Aires,Coronel Dorrego,146,202,54,775,254,23,0,0,228,1160,3,1,0,0,0,32,1424,-38.7166239148323,-61.2884948879698
Buenos Aires,Provincia de Buenos Aires,Coronel Martínez De Hoz (Ap. Kilómetro 322),235,14,0,0,0,0,0,0,249,0,0,0,0,0,0,0,249,-35.3321817215807,-61.6140851684372
Buenos Aires,Provincia de Buenos Aires,Coronel Pringles (Est. Pringles),2133,560,7,8,0,0,0,6,649,2056,3,5,0,0,0,171,2884,-37.9865210556901,-61.3540715661069
Buenos Aires,Provincia de Buenos Aires,Coronel Suárez,2456,326,484,1852,466,51,0,5,817,2427,88,1609,88,0,0,785,5814,-37.4596224938744,-61.9317530113989
Buenos Aires,Provincia de Buenos Aires,Coronel Vidal,49,1790,71,7,0,0,0,0,3,1508,0,242,0,0,0,165,1918,-37.452214188593,-57.7299500229319
Buenos Aires,Provincia de Buenos Aires,Cortines,44,144,225,62,1,0,0,5,83,0,0,357,0,0,0,41,481,-34.5590633814317,-59.2044266157478
Buenos Aires,Provincia de Buenos Aires,Costa Bonita,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,-38.559592,-58.6306517
Buenos Aires,Provincia de Buenos Aires,Country Los Medanos,244,23,0,0,0,0,0,0,0,0,0,0,0,0,0,267,267,-38.8468445915571,-62.738741885831
Buenos Aires,Provincia de Buenos Aires,Crucesita,33,288,108,3785,2815,572,84,0,1,4956,0,2723,2,0,0,0,7682,-34.66910587351,-58.3574544412345
Buenos Aires,Provincia de Buenos Aires,Cuartel V,0,775,1,14,15,2,0,0,0,31,4,631,0,0,0,145,811,-34.5586595722532,-58.8163010886698
Buenos Aires,Provincia de Buenos Aires,Cucullú,150,33,59,0,0,0,0,0,0,0,0,0,218,0,0,24,242,-34.4460870677999,-59.3622553297801
Buenos Aires,Provincia de Buenos Aires,Curarú,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16,-35.6403503028113,-62.1924372294866
Buenos Aires,Provincia de Buenos Aires,Daireaux,686,183,0,0,0,0,0,0,281,0,0,0,194,50,0,339,864,-36.6001749213746,-61.7450132654369
Buenos Aires,Provincia de Buenos Aires,Darregueira,41,198,0,1,0,0,0,2142,238,946,1,1110,0,0,0,87,2382,-37.6857562622736,-63.1595663902141
Buenos Aires,Provincia de Buenos Aires,De La Canal,38,10,1,0,0,0,0,5,0,0,0,0,5,0,0,59,64,-37.1293125663244,-59.105380206456
Buenos Aires,Provincia de Buenos Aires,De La Garma,689,0,0,0,0,0,0,0,0,0,0,630,0,0,0,59,689,-37.9635021758562,-60.415659383962
Buenos Aires,Provincia de Buenos Aires,Del Carril,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,-35.5127172285926,-59.5158202035334
Buenos Aires,Provincia de Buenos Aires,Del Valle,182,10,0,0,0,0,0,0,181,0,0,0,10,1,0,0,192,-35.8973453887603,-60.7316089512944
Buenos Aires,Provincia de Buenos Aires,Del Viso,2636,3781,3467,6920,3517,1709,369,83,18509,3398,0,17,1,0,0,553,22478,-34.4494009456502,-58.8009119728306
Buenos Aires,Provincia de Buenos Aires,Dique Luján,78,42,16,546,1018,573,52,42,44,2208,0,30,0,0,0,85,2367,-34.3717750147952,-58.6917925096496
Buenos Aires,Provincia de Buenos Aires,Dock Sud,299,350,29,1571,741,122,21,2,11,664,0,2421,12,0,0,26,3134,-34.6491266928534,-58.3411774769137
Buenos Aires,Provincia de Buenos Aires,Dolores,5437,2805,127,2715,953,93,2,3,1575,10215,1,8,0,0,325,0,12124,-36.3161215739926,-57.6752657333964
Buenos Aires,Provincia de Buenos Aires,Domselaar,481,1,0,0,0,0,0,0,0,430,0,0,0,0,0,52,482,-35.048692550243,-58.3145745868708
Buenos Aires,Provincia de Buenos Aires,Don Bosco,7,108,58,1182,1318,245,98,0,0,3011,0,4,1,0,0,0,3016,-34.7032130159372,-58.2984533178872
Buenos Aires,Provincia de Buenos Aires,Don Orione,1,412,35,2265,2177,195,100,0,0,5184,0,0,0,0,0,1,5185,-34.8210751643113,-58.3447457989957
Buenos Aires,Provincia de Buenos Aires,Don Torcuato Este,472,1482,5724,7986,7502,1420,186,4,1485,13763,3,9334,6,0,0,23,24614,-34.4869370480479,-58.6159410299812
Buenos Aires,Provincia de Buenos Aires,Don Torcuato Oeste,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,186,186,-34.5035354582885,-58.6275286549289
Buenos Aires,Provincia de Buenos Aires,Dudignac,326,52,0,0,0,0,0,0,0,0,1,0,0,0,0,463,464,-35.6511928511123,-60.7098962799094
Buenos Aires,Provincia de Buenos Aires,Duggan,278,231,0,0,0,0,0,0,0,0,0,231,0,0,0,278,509,-34.2071973030208,-59.6357055338083
Buenos Aires,Provincia de Buenos Aires,El Cazador,0,21,2253,445,442,41,19,0,0,971,0,2226,0,0,0,0,3197,-34.3034904902207,-58.7811274560113
Buenos Aires,Provincia de Buenos Aires,El Dorado,137,0,0,0,0,0,0,11,0,0,0,11,0,1,0,136,148,-34.6528608747523,-61.5829085058874
Buenos Aires,Provincia de Buenos Aires,El Jagüel,95,243,31,2852,3181,271,129,2,0,6691,0,5,2,1,0,89,6788,-34.8304505041023,-58.494869419897
Buenos Aires,Provincia de Buenos Aires,El Libertador,114,163,24,1547,721,99,56,0,189,2533,0,0,0,0,0,0,2722,-34.5564986200599,-58.622337837699
